,FP1,CZ,FZ,C3,C4,F3,O1,O2,Perception
0,0.1059325682705053,0.12692963743232386,0.11673994201494313,0.11648533292309497,0.10425579543234495,0.10971047215025251,0.1535882607532764,0.11815482010475872,0.0
0,0.1035319709354606,0.12515160302979664,0.11412815420489893,0.1152353723023213,0.10297047294840204,0.1079890171172477,0.15517942200740906,0.1150830990870993,0.0
0,0.09934785858400248,0.12204651929253138,0.11017803234147475,0.11339836753171843,0.10142278590324504,0.10558585514562309,0.15995318887288937,0.11022950119075946,0.0
0,0.09531374605722572,0.1196364178472168,0.10796329765348567,0.112414698410955,0.10120047487248564,0.10451637250925014,0.16646175329616855,0.10725769270285668,0.0
0,0.0915183526748902,0.11821386203991809,0.10737248385489255,0.11240322419860123,0.1019320572913873,0.1051923194549291,0.17374251183055456,0.10575560497718074,0.0
0,0.08804612593120306,0.11768523709279183,0.10800301028107735,0.11325095742883469,0.1031500639583828,0.10754858228681022,0.18158293450964824,0.10573608474651981,0.0
0,0.08391412692914117,0.11856474130534927,0.11109721027518268,0.11731970625106812,0.10616596547022672,0.11432698984424979,0.1972166837523398,0.10932356967356793,0.0
0,0.08284950610474273,0.11861545655174668,0.11278921620154668,0.11981910103014538,0.10735261874331872,0.11767173082870999,0.2038260134951361,0.11213414440223483,0.0
0,0.08282953724062733,0.1184749814466267,0.11469651223140474,0.12238208596637665,0.1083576937420457,0.1210799514433023,0.20950575172350097,0.11539945263846023,0.0
0,0.0848732245899025,0.11698068983849146,0.11787557089652145,0.12522963280457466,0.10946888445712678,0.12595600444481025,0.2147353621951972,0.1206786672186329,0.0
0,0.08775493931119291,0.11592614467689186,0.12080206103980624,0.1265243794481445,0.11052306923300419,0.12920812511910995,0.2168011277253806,0.12431111511738126,0.0
0,0.09365879474644101,0.11401746695256279,0.1255302211881956,0.1275595067131161,0.11262623428616964,0.1339788522836264,0.21814669266611705,0.12977092346719418,0.0
0,0.09820207127975257,0.11280299825329221,0.1287303601353326,0.1276980830676985,0.11453311608307903,0.13689857657852217,0.21804185555708186,0.13327974652641963,0.0
0,0.10561822936281474,0.11096476467594978,0.13358222216391188,0.12654925631027036,0.11801570792446717,0.139951796944281,0.2145112072366261,0.1372061655306191,0.0
0,0.11063733984943876,0.11025775562049973,0.13734116926387435,0.12508240139131405,0.12052588344412574,0.1413718362117667,0.21077299726909943,0.13881796931193205,0.0
0,0.11764162405493175,0.10998239115361126,0.14391126503246188,0.12211588849075933,0.12419156261160111,0.14198273405942766,0.20402036502072254,0.1396705888317406,0.0
0,0.12297811042556661,0.1110545015534185,0.1511060005976834,0.11808723247403397,0.12712580313912925,0.140155594924459,0.197086763408329,0.13806980240705588,0.0
0,0.1251050776981193,0.11264137097011184,0.15592892088677415,0.11540659458514525,0.12840158448251554,0.13755275649696594,0.19284884938278388,0.1356815336423681,0.0
0,0.1260777224676653,0.11492955580679441,0.1605740582302521,0.1134355979967588,0.12915455419682134,0.13429265290753264,0.18949943495397228,0.13267058542528526,0.0
0,0.12516092864555145,0.11939558492589596,0.16648557992114563,0.11118201238038129,0.12864564008767226,0.128095831890422,0.18626381126128183,0.1265194504014328,0.0
0,0.12351514494642926,0.12276046364088077,0.16931569667845986,0.1100457257344323,0.1272083385330649,0.12351970756019273,0.18569999450122324,0.12190454148375993,0.0
0,0.11952381369351078,0.12707629056440456,0.17045465040114496,0.10789824155078279,0.12348367322774206,0.11650691366939035,0.18820213984816142,0.11462597261987327,0.0
0,0.11532065423795267,0.12835937816233903,0.1670990671317791,0.10586965662800205,0.11950394458536434,0.11149707031844516,0.19117371803521754,0.10958250358296207,0.0
0,0.11319033077031398,0.12856191020269184,0.16472645482448228,0.10474242130113114,0.1174002327703807,0.10923401614243768,0.19263448016831639,0.10754185543379897,0.0
0,0.10944854319304403,0.12791876481039643,0.15647382935431908,0.10155740826571001,0.11165327417196583,0.10400297237776428,0.19648440331234038,0.10291132123281065,0.0
0,0.10690837456847853,0.12511559885438495,0.14700771554566905,0.09847568185863503,0.10663877340629037,0.10080081103943209,0.19863005986071997,0.09966064994047526,0.0
0,0.10575553820422033,0.12217548627476597,0.14004820435408744,0.09649074075821866,0.10381809430866758,0.09938605363289939,0.19893770566550653,0.09805900854478132,0.0
0,0.10517164513663042,0.1188085051154926,0.13307035074626414,0.09459627957063683,0.1013388577369502,0.09843379782386837,0.19870452829872154,0.0965312112427659,0.0
0,0.10540912853210707,0.11419068436083812,0.12346178968290225,0.09247245998635031,0.09822398620061745,0.09824150974764873,0.19816847901434967,0.09403769317652953,0.0
0,0.10650813665281199,0.11184781026979992,0.11856698206203566,0.09210388567195056,0.09679933783932196,0.09911582090480145,0.20127261875656932,0.09262497700579093,0.0
0,0.10818657021903932,0.11019227648352906,0.1151352646542779,0.09294972958357263,0.09587358284894248,0.10085582107949496,0.206623090709369,0.09142247166818519,0.0
0,0.11163578300011476,0.10995405054586029,0.11295857879528225,0.09635971288772897,0.09558243802744468,0.10491224278150578,0.21611089987520565,0.09003441373989245,0.0
0,0.11436402805028674,0.11082999457146638,0.11313143814701197,0.09982964072538421,0.09574321723465026,0.10829877320654717,0.22274954943931874,0.08908374518849863,0.0
0,0.11714954228724814,0.11211814854818872,0.115142403215983,0.10386379411106028,0.09592146642787185,0.11199309419444274,0.23094944154107244,0.08818238147600625,0.0
0,0.12120644440263623,0.11494868521707101,0.12048593815969946,0.11029922456186245,0.09629494801708612,0.1177880904617259,0.24385388838813932,0.0878286935284005,0.0
0,0.12349526509113251,0.11667364827268135,0.12440699810813831,0.11428714640317574,0.096362703168758,0.12134085722442296,0.2520592568634642,0.08810472879399613,0.0
0,0.12536804920851988,0.11807647077498505,0.12815527966031126,0.11758948317849906,0.09631779073834339,0.12418695252718405,0.2592960821985001,0.08881677950644987,0.0
0,0.12750609689428308,0.1197775476554093,0.1335479129009042,0.12137301118004551,0.0963718681282192,0.12687794254245632,0.2675487187089227,0.09102336217301914,0.0
