,FP1,CZ,FZ,C3,C4,F3,O1,O2,Perception
0,0.0004904565782331082,0.017952628636991395,0.18510539294752848,0.0027907237461641406,0.02502387077147018,0.019106313992435803,0.03576578050790345,0.0030644545457643633,0.0
0,0.0005064894120890161,0.024318952965127708,0.24875824757691195,0.0037229461002641117,0.03362594862040381,0.025849001882595136,0.0485857722449452,0.0039116517855006545,0.0
0,0.0005297363666353317,0.02992742299822116,0.3051839692349581,0.004589612842064412,0.041378468879484036,0.03185510286114935,0.05996710716737498,0.00476292381147221,0.0
0,0.0006576204164467672,0.050668428313163844,0.513752341428701,0.007879812952712261,0.07036167345090624,0.05417548711363033,0.10238712257071785,0.008141251363221066,0.0
0,0.0009382124752606405,0.09022291447317869,0.9094728095727509,0.014300454121312355,0.12625329907576252,0.0969212601086946,0.1834821987779756,0.014928040708494645,0.0
0,0.0011888913803435833,0.1244413920884925,1.2506574071085705,0.01990514120117727,0.17502247149241068,0.1339044563635013,0.2536165684224718,0.020926308575027343,0.0
0,0.0019272965623791396,0.2295423591772966,2.295694008528282,0.03715456786212361,0.3256236371857733,0.24736517092998087,0.4694918092833985,0.039314572351632895,0.0
0,0.00332528823798063,0.43460643698691853,4.328936224528718,0.07091731131529114,0.6209231954871713,0.46847308290257533,0.8910230996313486,0.07499843860722276,0.0
0,0.004366588663757241,0.5930343323040195,5.8976571393460135,0.09698157779648271,0.8498838903111996,0.6392052955408105,1.2173206813461872,0.10240901539909916,0.0
0,0.0072354720854294905,1.049729348373998,10.413392407613872,0.17181257261900662,1.5113368089005896,1.1309209316477116,2.159447165483349,0.18061583689893587,0.0
0,0.011571164805551553,1.7736177675679061,17.561048804010174,0.2898840970889248,2.562097915908543,1.9095600538330328,3.6539337255261426,0.30313451955210624,0.0
0,0.014419787645523683,2.263061698906386,22.388734321666593,0.36945904696496185,3.2735914733276674,2.4357104538884307,4.664742199532035,0.3853706625768624,0.0
0,0.0176925993854937,2.8373423071900823,28.049622351805347,0.4625823262544409,4.109033818648253,3.052636616399531,5.85087735348109,0.4814612308343822,0.0
0,0.025313664179882716,4.212445485832478,41.59332541494531,0.6847446522029129,6.112571887045058,4.529402804875341,8.69278384086118,0.7102821705625169,0.0
0,0.03395101206004131,5.821363433674134,57.424191963426054,0.943598408603788,8.460967837917364,6.256628470405822,12.019190302839599,0.9766818063692243,0.0
0,0.03829521189652066,6.648532125864097,65.55506620278955,1.0761918248526878,9.670204621464569,7.144245751693212,13.7281023349122,1.113463912334832,0.0
0,0.04597405925775869,8.15219746962539,80.31638707356223,1.3162736737201057,11.871998525081365,8.757184027814374,16.829858877562238,1.3624897269200145,0.0
0,0.04900474370893458,8.767900881857875,86.35148536547892,1.4141298201761991,12.775526244728763,9.417492452924769,18.097342835481733,1.4648817234759164,0.0
0,0.05153208175443446,9.293081372927391,91.49370698454815,1.4973501269189078,13.547498616004754,9.980659386928163,19.1769029840248,1.552570371103034,0.0
0,0.054366657454726644,9.993814598677819,98.30607431257464,1.6063445861250667,14.586168499069059,10.731531495274975,20.60089496265553,1.67281856241843,0.0
0,0.05381935024182478,9.944037366244483,97.79130952967873,1.5972999672875277,14.517963446524208,10.677904575536155,20.489121816321955,1.6663197792255418,0.0
0,0.05026577312773255,9.377229173178662,92.1724848196036,1.5045846248612393,13.697584373601043,10.069542939329176,19.300202569152223,1.5757006703451832,0.0
