,FP1,CZ,FZ,C3,C4,F3,O1,O2,Perception
0,0.06168423220515251,0.1398405134677887,0.15597733855247498,0.21806645393371582,0.1085883378982544,0.16324561834335327,0.10187746584415436,0.043222129344940186,0.0
1,0.07599243521690369,0.18921983242034912,0.20722787082195282,0.29445967078208923,0.18365570902824402,0.2211039513349533,0.16433444619178772,0.07289984077215195,0.0
2,0.016094377264380455,0.055547602474689484,0.06610756367444992,0.0766366645693779,0.1478782743215561,0.06667663902044296,0.16208533942699432,0.13684029877185822,0.0
3,0.023754416033625603,0.06212162226438522,0.0861479640007019,0.11969926953315735,0.23543910682201385,0.15043260157108307,0.2313491553068161,0.45923903584480286,0.0
4,1.8152556419372559,0.07277043908834457,0.16360346972942352,0.1525907963514328,0.28971779346466064,0.5619692206382751,0.25528132915496826,1.0627347230911255,0.0
5,5.323001861572266,0.07598836719989777,0.18925020098686218,0.4369523525238037,0.37298524379730225,0.4518025517463684,0.5490502119064331,1.1296494007110596,0.0
6,2.817927122116089,0.08411980420351028,0.11092814058065414,0.29318001866340637,0.9894328713417053,0.5932791829109192,0.6656343936920166,0.9741348624229431,0.0
7,0.06435778737068176,0.09204566478729248,0.17561379075050354,0.393380343914032,0.9160476326942444,0.8900425434112549,0.6373447775840759,1.3282283544540405,0.0
8,0.0159650556743145,0.11063839495182037,0.12041344493627548,0.1395689994096756,0.7147024869918823,0.8456721901893616,0.5418425798416138,1.0564051866531372,0.0
9,0.01874457485973835,3.755628824234009,0.12730936706066132,0.22271226346492767,0.5668908357620239,0.56318199634552,1.1002027988433838,1.8606904745101929,0.0
10,0.019794592633843422,14.3150634765625,0.27158108353614807,0.377926230430603,0.5247623324394226,0.8075026869773865,1.0906864404678345,1.9513627290725708,0.0
11,0.01917496882379055,9.314449310302734,0.23743826150894165,0.48887914419174194,0.5966390371322632,0.9834563136100769,0.6320996284484863,0.8839085698127747,0.0
12,0.014226597733795643,0.468355268239975,0.15336015820503235,0.27136367559432983,0.488037645816803,0.3642404079437256,0.538165807723999,1.0288738012313843,0.0
13,0.01733536832034588,0.08214046061038971,0.17788292467594147,0.213877335190773,0.7069422006607056,0.35518336296081543,0.8495545387268066,0.8657698035240173,0.0
14,0.02552776224911213,0.06585414707660675,4.205737113952637,0.27030861377716064,0.2923634648323059,0.22114312648773193,0.5592836737632751,0.7068687081336975,0.0
15,0.015460911206901073,0.12619416415691376,20.491865158081055,0.20713964104652405,0.5689326524734497,0.21118997037410736,0.4855871796607971,1.086180567741394,0.0
16,0.017729980871081352,0.06481846421957016,16.265562057495117,0.2986041009426117,0.3748985826969147,0.37420979142189026,0.7964489459991455,1.2697383165359497,0.0
17,0.01600862666964531,0.07022155821323395,1.4369914531707764,0.22126519680023193,0.22314120829105377,0.4645181894302368,1.6915349960327148,2.5972416400909424,0.0
18,0.011407699435949326,0.08375342935323715,0.14688055217266083,0.314517617225647,0.3681989014148712,0.4484889805316925,1.3537766933441162,2.398024082183838,0.0
19,0.02115705795586109,0.052318327128887177,0.17528678476810455,3.5388779640197754,0.4986727237701416,0.3002411425113678,0.354686439037323,1.0793532133102417,0.0
20,0.02355699986219406,0.050492435693740845,0.14210164546966553,25.1547794342041,0.4961628317832947,0.29370054602622986,0.3725530505180359,1.525862455368042,0.0
21,0.011528725735843182,0.05300617218017578,0.14952073991298676,24.48995590209961,0.4185436964035034,0.7656582593917847,0.8537889122962952,2.228832960128784,0.0
22,0.014832903631031513,0.058016467839479446,0.16292886435985565,3.1780295372009277,0.44716212153434753,0.9376399517059326,0.9592359662055969,1.4661585092544556,0.0
23,0.030694451183080673,0.09259656816720963,0.1545293778181076,0.5170186161994934,0.7234626412391663,0.4528805911540985,1.0029563903808594,1.1019974946975708,0.0
24,0.022486120462417603,0.07167024910449982,0.09959287196397781,0.24314451217651367,2.7746951580047607,0.859661340713501,0.5909109711647034,1.7724699974060059,0.0
25,0.030228741466999054,0.06709587574005127,0.10111501067876816,0.24944649636745453,28.31277084350586,0.6773775815963745,0.8331581950187683,1.4719274044036865,0.0
